Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2012","2012","1000 SLC","1392508950","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2013","2013","1000 SLC","2859151162","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2014","2014","1000 SLC","2720110259","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2015","2015","1000 SLC","4389186802","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2016","2016","1000 SLC","6221112566","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2017","2017","1000 SLC","8251681834","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2018","2018","1000 SLC","11050819421","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2019","2019","1000 SLC","9793437627","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","270","Rapeseed","2020","2020","1000 SLC","9450400963","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2002","2002","1000 SLC","8732501492","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2003","2003","1000 SLC","9206411344","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2004","2004","1000 SLC","10459102013","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2005","2005","1000 SLC","9620906303","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2006","2006","1000 SLC","23533633132","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2007","2007","1000 SLC","13279862684","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2008","2008","1000 SLC","21302359473","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2009","2009","1000 SLC","13753535545","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2010","2010","1000 SLC","18371486522","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2011","2011","1000 SLC","18000509176","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2012","2012","1000 SLC","28880877600","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2013","2013","1000 SLC","57582232485","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2014","2014","1000 SLC","54835769238","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2015","2015","1000 SLC","62020860708","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2016","2016","1000 SLC","104656404506","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2017","2017","1000 SLC","77726956692","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2018","2018","1000 SLC","102121551246","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2019","2019","1000 SLC","127340742000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2020","2020","1000 SLC","196664000000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2002","2002","1000 SLC","1105191138","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2003","2003","1000 SLC","1446366313","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2004","2004","1000 SLC","1881519892","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2005","2005","1000 SLC","1458783056","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2006","2006","1000 SLC","1371533424","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2007","2007","1000 SLC","2115343953","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2008","2008","1000 SLC","1802578369","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2009","2009","1000 SLC","1711872649","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2010","2010","1000 SLC","2137492583","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2011","2011","1000 SLC","3081045992","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2012","2012","1000 SLC","3711519000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2013","2013","1000 SLC","4498368889","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2014","2014","1000 SLC","4209004974","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2015","2015","1000 SLC","4285389981","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2016","2016","1000 SLC","4847928087","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2017","2017","1000 SLC","4375305560","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2018","2018","1000 SLC","3986375376","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2019","2019","1000 SLC","5857406813","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","328","Seed cotton","2020","2020","1000 SLC","7307014835","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2002","2002","1000 SLC","114041294","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2003","2003","1000 SLC","155023596","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2004","2004","1000 SLC","143747571","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2005","2005","1000 SLC","247967144","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2006","2006","1000 SLC","172263430","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2007","2007","1000 SLC","279023999","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2008","2008","1000 SLC","527655511","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2009","2009","1000 SLC","612205992","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2010","2010","1000 SLC","699027772","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2011","2011","1000 SLC","1303820880","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2012","2012","1000 SLC","2026854221","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2013","2013","1000 SLC","4883917636","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2014","2014","1000 SLC","2157758026","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2015","2015","1000 SLC","1632730400","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2016","2016","1000 SLC","1565367800","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2017","2017","1000 SLC","1732277300","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2018","2018","1000 SLC","4342497700","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2019","2019","1000 SLC","5087383000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","289","Sesame seed","2020","2020","1000 SLC","7808656000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2002","2002","1000 SLC","127085400","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2003","2003","1000 SLC","156717000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2004","2004","1000 SLC","176449200","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2005","2005","1000 SLC","181810800","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2006","2006","1000 SLC","186729600","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2007","2007","1000 SLC","208737000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2008","2008","1000 SLC","208646616","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2009","2009","1000 SLC","238829280","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2010","2010","1000 SLC","311587320","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2011","2011","1000 SLC","452375220","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2012","2012","1000 SLC","530598780","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2013","2013","1000 SLC","1598070000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2014","2014","1000 SLC","1217635200","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2015","2015","1000 SLC","1191167400","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2016","2016","1000 SLC","1305688200","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2017","2017","1000 SLC","1404437400","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2018","2018","1000 SLC","1558925514","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2019","2019","1000 SLC","4915380000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","1185","Silk-worm cocoons, reelable","2020","2020","1000 SLC","4718328000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2002","2002","1000 SLC","280218649","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2003","2003","1000 SLC","336796639","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2004","2004","1000 SLC","530740634","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2005","2005","1000 SLC","513869997","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2006","2006","1000 SLC","538579512","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2007","2007","1000 SLC","781170802","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2008","2008","1000 SLC","741326880","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2009","2009","1000 SLC","873609343","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2010","2010","1000 SLC","853066200","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2011","2011","1000 SLC","659125476","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2012","2012","1000 SLC","1718743028","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2013","2013","1000 SLC","2467186627","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2014","2014","1000 SLC","2408441814","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2015","2015","1000 SLC","2619394016","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2016","2016","1000 SLC","3067365268","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2017","2017","1000 SLC","2998814000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2018","2018","1000 SLC","3426206000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2019","2019","1000 SLC","4294800000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","236","Soybeans","2020","2020","1000 SLC","16066680000","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2002","2002","1000 SLC","36124233","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2003","2003","1000 SLC","42458721","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2004","2004","1000 SLC","28489862","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2005","2005","1000 SLC","61215644","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2006","2006","1000 SLC","53398588","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2007","2007","1000 SLC","38924031","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2008","2008","1000 SLC","205156222","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2009","2009","1000 SLC","101656935","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2010","2010","1000 SLC","377559726","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2011","2011","1000 SLC","382751944","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2012","2012","1000 SLC","131090993","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2013","2013","1000 SLC","694926763","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2014","2014","1000 SLC","380595728","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2015","2015","1000 SLC","611655158","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2016","2016","1000 SLC","782064302","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2017","2017","1000 SLC","635320565","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2018","2018","1000 SLC","1319385537","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2019","2019","1000 SLC","1694340751","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","373","Spinach","2020","2020","1000 SLC","2574580122","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2002","2002","1000 SLC","68353225","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2003","2003","1000 SLC","95787331","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2004","2004","1000 SLC","125017571","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2005","2005","1000 SLC","135471934","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2006","2006","1000 SLC","69662564","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2007","2007","1000 SLC","189388944","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2008","2008","1000 SLC","184564527","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2009","2009","1000 SLC","347695603","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2010","2010","1000 SLC","408727321","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2011","2011","1000 SLC","566799201","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2012","2012","1000 SLC","941122180","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2013","2013","1000 SLC","2691725090","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2014","2014","1000 SLC","3423501768","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2015","2015","1000 SLC","3856946454","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2016","2016","1000 SLC","2413532602","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2017","2017","1000 SLC","4094257895","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2018","2018","1000 SLC","4209877087","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2019","2019","1000 SLC","5027404849","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","544","Strawberries","2020","2020","1000 SLC","7691225127","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2002","2002","1000 SLC","1915234801","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2003","2003","1000 SLC","2001259590","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2004","2004","1000 SLC","1903605299","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2005","2005","1000 SLC","2191366989","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2006","2006","1000 SLC","3332818974","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2007","2007","1000 SLC","2720380432","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2008","2008","1000 SLC","960674432","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2009","2009","1000 SLC","1328832486","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2010","2010","1000 SLC","3094243155","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2011","2011","1000 SLC","4387265443","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2012","2012","1000 SLC","4589523508","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2013","2013","1000 SLC","6555456987","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2014","2014","1000 SLC","12502127387","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2015","2015","1000 SLC","14594812736","Fc","Calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","56","Gross Production Value (current thousand SLC)","157","Sugar beet","2016","2016","1000 SLC","17630816991","Fc","Calculated data"
